what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1421087625718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087645676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1421087668169
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1421087669750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1421087672322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1421087674103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1421087675047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1421087676849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087677344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1421087677369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087686504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1421087689696
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421087691720
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1421087692040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1421087695209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087695610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1421087695658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087703908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1421087705081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087705457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1421087705494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087713050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1421087713769
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421087835750
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1421087851009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087858944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087941745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087943831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087964772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1421087968110
